PUBCHEM_CID,Inhibition_at_5_uM,Activity_Class,SMILES,MW,LogP,NumHDonors,NumHAcceptors
2438895.0,77.8,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC4=C(C=C3)OCO4,313.309,2.1164999999999994,1.0,5.0
135415411.0,76.1,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C(=O)OC/C(=C(\C#N)/C3=NC4=CC=CC=C4N3)/O,377.356,2.9837800000000003,2.0,7.0
5389033.0,87.3,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C3=C(OC4=CC(=CC(=C4C3=O)O)O)C(F)(F)F,380.274,3.661200000000002,2.0,6.0
1867437.0,96.5,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C3=NN4C(=NN=C4S3)C5=CC=CC=C5Br,415.27200000000005,4.053500000000001,0.0,6.0
989942.0,75.5,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C3=NN4C(=NN=C4S3)CC5=CC=CC=C5,350.4030000000001,3.214800000000001,0.0,6.0
3240306.0,97.1,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C3=NN4C(=NN=C4SC3)COC5=C(C=C(C=C5)Cl)Cl,449.3190000000002,4.293200000000002,0.0,7.0
135432011.0,77.7,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C3=NNC(=NC4=CC(=CC=C4)Cl)SC3,359.8380000000001,3.839400000000002,1.0,5.0
2999128.0,94.4,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3C5=CC6=C(C=C5)OCCO6,416.4330000000002,4.000100000000002,1.0,6.0
764011.0,95.9,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)CC(=O)C3=C(C=C(C=C3O)O)O,302.2819999999999,2.0000000000000013,3.0,6.0
1284154.0,88.0,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)CSC3=NC4=C(C=NN4)C(=O)N3C5=CC=CC=C5,392.44000000000005,3.172300000000001,1.0,6.0
2200860.0,92.2,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)N(CC(=O)NC3=CC4=C(C=C3)OCO4)S(=O)(=O)C5=CC=CC=C5,468.48700000000014,3.020500000000001,1.0,7.0
3190183.0,95.7,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)N(CC(=O)NCC3=CC=CC=C3)C(=O)CN4N=C(N=N4)C5=CC=CS5,490.54500000000013,2.5224,1.0,8.0
4664559.0,76.1,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)N3CC(CC3=O)C(=O)NC4=CC=CC=C4CC5=CC=CC=C5,428.48800000000006,4.040200000000003,1.0,4.0
2998894.0,93.7,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)N3CC(CC3=O)C(=O)NC4=NC(=C(S4)C5=CC=CO5)C6=CC=CO6,477.4980000000001,4.425900000000003,1.0,8.0
5309559.0,79.4,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)C3=C(N(N=N3)CCC4=CC=CC=C4)N,365.39300000000014,2.1265,2.0,6.0
3225382.0,77.6,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)C3=CC4=C(N3CC5=CC=C(C=C5)F)C=CS4,408.454,4.913700000000003,1.0,4.0
1571329.0,75.9,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)CCCCCN3C(=O)C4=CC=CC=C4C3=O,394.4270000000001,3.252900000000002,1.0,5.0
999019.0,96.0,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)CN(CC3=CC=CC=C3)S(=O)(=O)C4=CC5=C(C=C4)OCCO5,496.5410000000002,3.058600000000001,1.0,7.0
3236287.0,75.0,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)CNS(=O)(=O)C3=CC=C(S3)Br,433.30500000000006,2.1988000000000003,2.0,6.0
665619.0,95.5,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=NC4=C(N3)C=CC=N4,342.38,2.4599,2.0,6.0
2218973.0,89.0,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=NN=C(N3C4=CC=CC=C4)CC5=CC=CS5,464.5720000000001,4.421600000000003,1.0,7.0
665317.0,93.4,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=NN=C(N3CC4=CC=CO4)C5=CC=CC=C5Cl,482.9490000000002,4.741800000000004,1.0,7.0
646674.0,83.4,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=NN=NN3CC4=CC=CC=C4,383.43300000000005,2.2234,1.0,7.0
5309597.0,96.5,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC3=C(N=C4N3C=CN=C4)C5=CC=C(C=C5)O,360.37300000000005,3.616700000000003,2.0,6.0
135412484.0,93.9,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC3=C(N=C4N3C=CN=C4)C5=CC=CC=C5O,360.37300000000005,3.616700000000002,2.0,6.0
2531056.0,87.2,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC3=NC(=CS3)C4=CC5=C(C=C4)OCO5,354.3870000000001,4.053600000000003,1.0,7.0
2310450.0,93.1,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC3=NC4=CC=CC=C4N=C3NS(=O)(=O)C5=CC=CS5,440.5060000000001,4.006900000000002,2.0,8.0
5308601.0,79.8,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC3C4=CC=CC=C4C(=O)N3CC5=CC6=C(C=C5)OCO6,416.4330000000002,3.9532000000000034,1.0,6.0
5309261.0,98.3,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NC3C4=CC=CC=C4C(=O)N3CC5=CC=CC=C5,372.4240000000001,4.2245000000000035,1.0,4.0
3235681.0,89.1,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC4=C(C=C3)NC=C(C4=O)C(=O)NCC5=CC=CC=C5,491.5250000000002,3.030100000000001,3.0,6.0
2227364.0,97.8,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC4=C(C=C3)OC5=CC=CC=C54,381.4090000000001,4.158000000000002,1.0,5.0
1296568.0,96.2,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=C(S3)Br,376.253,3.082600000000001,1.0,5.0
3239538.0,77.5,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CN=CN3,281.29299999999995,0.9816999999999998,2.0,5.0
1085660.0,98.8,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)S(=O)(=O)N(CC(=O)NC3=CN=CC=C3)C4=CC=C(C=C4)F,443.456,2.8259000000000007,1.0,6.0
989151.0,84.0,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)S(=O)(=O)N(CC(=O)NCC3=CN=CC=C3)C4=CC=C(C=C4)F,457.48300000000006,2.5036000000000005,1.0,6.0
2536363.0,86.9,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)S(=O)(=O)N(CC3=CC=C(C=C3)F)CC4=NN=C(O4)C5=CC=CS5,487.53400000000016,4.0995000000000035,0.0,8.0
2100211.0,91.3,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC=C(C=C3)C4=CN5C=CSC5=N4,413.4800000000001,3.634800000000002,1.0,6.0
5310296.0,84.6,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC=CC(=C3)C4=NC5=C(S4)N=CC=C5,425.4910000000001,3.9303000000000017,1.0,7.0
2394531.0,82.5,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)SCC(=O)NC3=C(C=C(C=N3)Cl)Cl,371.245,3.8904000000000023,1.0,5.0
2606836.0,92.4,Active (Strong/Moderate),C1COC2=C(O1)C=CC(=C2)SCC(=O)NC3=CC4=C(C=C3)OCO4,345.3760000000001,2.917300000000001,1.0,6.0
771491.0,76.8,Active (Strong/Moderate),C1COCCN1/C=C/C(=O)C2=CC3=CC=CC=C3O2,257.289,2.4614000000000003,0.0,4.0
5310739.0,89.0,Active (Strong/Moderate),C1COCCN1/C=C/C(=O)C2=CC=C(C=C2)C3=CC=CC=C3,293.366,3.3822000000000028,0.0,3.0
989308.0,92.0,Active (Strong/Moderate),C1COCCN1C(=O)C2=CC=CC=C2NC(=O)CSCC3=C(C=CC=C3Cl)Cl,439.36400000000015,4.337700000000003,1.0,4.0
1081378.0,77.3,Active (Strong/Moderate),C1COCCN1C(=O)CSC2=NN=C(N2C3=CC=C(C=C3)Cl)C4=CC=NC=C4,415.90600000000006,2.933600000000001,0.0,6.0
947873.0,88.8,Active (Strong/Moderate),C1COCCN1C(=S)C2=CC=C(O2)C3=CC(=C(C=C3)Cl)Cl,342.24699999999996,4.2611000000000026,0.0,3.0
2830321.0,90.8,Active (Strong/Moderate),C1COCCN1C(C(=O)C2=CC=CC=C2)NC(=O)C3=CC=CC=C3,324.38000000000005,1.9575999999999998,1.0,4.0
3235666.0,96.3,Active (Strong/Moderate),C1COCCN1C(C(=O)C2=CC=CC=C2)NC(=O)C3=CC=CS3,330.40900000000005,2.0191,1.0,5.0
3245173.0,75.3,Active (Strong/Moderate),C1COCCN1C(C2=CNC3=CC=CC=C32)P(=O)(N4CCOCC4)N5CCOCC5,434.47700000000043,2.3562000000000003,1.0,5.0
1405137.0,90.0,Active (Strong/Moderate),C1COCCN1C2=C(C(=O)C3=CC=CC=C3C2=O)N4C5=CC=CC=C5N=N4,360.37300000000005,2.0113000000000003,0.0,6.0
3128186.0,85.5,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C(=C2)NCC3=CC=CC=C3)[N+](=O)[O-])[N+](=O)[O-],358.3540000000001,2.9517000000000015,1.0,7.0
2204318.0,89.7,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)C(=O)C3=CC=CC=C3)NC(=O)CC4=CC=CC=C4,400.4780000000001,3.935400000000003,1.0,4.0
2999193.0,95.8,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C3CC4=CC=CC=C4CN3C(=O)C5=CC=CO5,499.4890000000003,4.340800000000003,1.0,5.0
2234072.0,99.2,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)CSC3=NC4=CC=CC=C4N3,436.4590000000002,4.1491000000000025,2.0,5.0
2235108.0,77.0,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)CSC3=NN=C(S3)N,419.4540000000002,2.7065,2.0,8.0
1302124.0,93.0,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=S)NC(=O)CCC3=CC=CC=C3,437.4870000000002,3.9878000000000027,2.0,4.0
1300948.0,88.8,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4O3)Cl,403.8910000000001,4.048600000000003,1.0,6.0
1344039.0,76.1,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)NC(=S)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4)Cl,466.0060000000002,4.821700000000004,2.0,4.0
755952.0,80.8,Active (Strong/Moderate),C1COCCN1C2=C(C=C(C=C2)NCC3=CC=CS3)Cl,308.83400000000006,3.8502000000000027,1.0,4.0
5340576.0,96.7,Active (Strong/Moderate),C1COCCN1C2=CC(=C(C=C2/C=C(\C#N)/C3=NC4=CC=CC=C4N3)[N+](=O)[O-])N5CCOCC5,460.49400000000026,3.2084800000000016,1.0,8.0
135502475.0,83.5,Active (Strong/Moderate),C1COCCN1C2=CC=C(C=C2)C3=NNC(=NC4=C3C=C(C=C4)F)C5=CC=CS5,406.48600000000005,4.157700000000004,1.0,6.0
711393.0,83.1,Active (Strong/Moderate),C1COCCN1C2=CC=C(C=C2)NS(=O)(=O)/C=C/C3=CC=CC=C3,344.43600000000004,2.9358000000000013,1.0,4.0
2161790.0,100.3,Active (Strong/Moderate),C1COCCN1C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(S3)Cl,358.87200000000007,3.0389000000000017,1.0,5.0
789812.0,84.3,Active (Strong/Moderate),C1COCCN1C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC=C3,318.398,2.3240000000000007,1.0,4.0
2677605.0,83.9,Active (Strong/Moderate),C1COCCN1C2=CC=CC=C2NC(=O)C3=CC4=C(C=C3)C(=O)N(C4=O)CC5=CC=NC=C5,442.4750000000002,2.9667000000000012,1.0,6.0
2333540.0,80.7,Active (Strong/Moderate),C1COCCN1C2=CC=CC=C2NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC(=C(C=C4)F)F,473.50100000000015,3.8545000000000025,2.0,5.0
2333689.0,77.8,Active (Strong/Moderate),C1COCCN1C2=CC=CC=C2NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)F,455.51100000000014,3.7154000000000016,2.0,5.0
4878936.0,82.4,Active (Strong/Moderate),C1COCCN1C2=CC=CC=C2NC(=O)CN3C4=CC=CC=C4N=C3C(F)(F)F,404.39200000000005,3.530400000000002,1.0,4.0
2202302.0,78.8,Active (Strong/Moderate),C1COCCN1C2=CC=CC=C2NC(=O)CSC3=NC4=CC=CC=C4N3,368.46200000000005,3.130300000000001,2.0,5.0
3675724.0,94.7,Active (Strong/Moderate),C1COCCN1C2=CC=CC=C2NC(=O)CSC3=NC4=CC=CC=C4O3,369.4460000000001,3.3952000000000018,1.0,6.0
1541647.0,88.2,Active (Strong/Moderate),C1COCCN1C2=CC=CC=C2NC3=NC(=C(S3)Cl)S(=O)(=O)C4=CC=CC=C4,435.95800000000014,4.209500000000003,1.0,7.0
1045636.0,79.5,Active (Strong/Moderate),C1COCCN1C2=NC(=NC(=N2)N)CSC3=C(C(=CC(=N3)C4=CC=CC=C4)C(F)(F)F)C#N,473.4840000000001,3.5351800000000013,1.0,9.0
135510930.0,87.5,Active (Strong/Moderate),C1COCCN1C2=NC(=NC(=N2)N/N=C/C3=CNC4=CC=CC=C43)NC5=CC=CC=C5,414.4730000000001,3.379100000000001,3.0,8.0
2975020.0,77.2,Active (Strong/Moderate),C1COCCN1C2=NC(=NC(=N2)NC3=CC=CC=C3)SCC(=O)NC4=CC=C(C=C4)[N+](=O)[O-],467.51100000000025,3.0908000000000007,2.0,10.0
1251793.0,97.0,Active (Strong/Moderate),C1COCCN1C2=NC(=NC(=N2)NC3=CC=CC=C3)SCC(=O)NC4=CC=CC=C4Cl,456.9590000000002,3.836000000000002,2.0,8.0
1291127.0,75.4,Active (Strong/Moderate),C1COCCN1C2=NC(=NC(=N2)NCC3=CC=C(C=C3)Cl)N4CCOCC4,390.87500000000017,1.8102999999999996,1.0,8.0
660043.0,88.5,Active (Strong/Moderate),C1COCCN1C2=NC3=CC=CC=C3N=C2C(C#N)C(=O)NCC4=CC=CO4,377.40400000000017,1.98298,1.0,7.0
607388.0,76.5,Active (Strong/Moderate),C1COCCN1C2=NN3C(=NN=C3C(C(C(F)(F)F)(F)F)(F)F)C=C2,373.23199999999997,2.2503,0.0,5.0
2914001.0,80.9,Active (Strong/Moderate),C1COCCN1CC2=CC=C(C=C2)C(=O)NCCSCC3=C(C=C(C=C3)Cl)Cl,439.40800000000013,4.488800000000004,1.0,4.0
240843.0,100.3,Active (Strong/Moderate),C1COCCN1CC2=CC=CS2,183.276,1.5803000000000003,0.0,3.0
2535642.0,84.0,Active (Strong/Moderate),C1COCCN1CC2=NC(=C3C(=CSC3=N2)C4=CC=CS4)NCC5=CC6=C(C=C5)OCO6,466.58800000000025,4.592800000000004,1.0,9.0
6603448.0,92.5,Active (Strong/Moderate),C1COCCN1CCCN(C2=NC(=CS2)C3=CC=C(C=C3)Cl)C(=O)C4=CC=CO4,431.94500000000016,4.425600000000004,0.0,6.0
5093320.0,84.3,Active (Strong/Moderate),C1COCCN1CCCN(CC2=CC=CS2)C(=O)NC3=CC(=C(C=C3)Cl)Cl,428.3850000000001,4.811300000000004,1.0,4.0
1569654.0,77.7,Active (Strong/Moderate),C1COCCN1CCCNC2=C(C(=O)N(C2=O)CCC3=CC=CC=C3)Cl,377.87200000000007,1.3602000000000003,1.0,5.0
667028.0,93.7,Active (Strong/Moderate),C1COCCN1CCCNC2=C3C(=C(OC3=NC=N2)C4=CC=CC=C4)C5=CC=CC=C5,414.50900000000007,4.691000000000004,1.0,6.0
663875.0,94.3,Active (Strong/Moderate),C1COCCN1CCN(CC2=CC(=CC=C2)Cl)C(=O)NC3=CC(=CC=C3)Cl,408.32900000000006,4.359700000000004,1.0,3.0
664109.0,84.4,Active (Strong/Moderate),C1COCCN1CCN(CC2=CC(=CC=C2)Cl)C(=O)NC3=CC=CC=C3,373.88400000000007,3.7063000000000024,1.0,3.0
1002229.0,92.5,Active (Strong/Moderate),C1COCCN1CCN(CC2=CC=CC=C2F)C(=O)NC3=CC(=CC=C3)Cl,391.874,3.8454000000000024,1.0,3.0
664822.0,88.8,Active (Strong/Moderate),C1COCCN1CCN(CC2=CC=CC=C2F)C(=O)NC3=CC=CC=C3,357.42900000000003,3.192000000000001,1.0,3.0
659097.0,97.1,Active (Strong/Moderate),C1COCCN1CCN2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCCC5=CC=CC=C5)N,444.5390000000002,2.4714,2.0,6.0
2402682.0,96.3,Active (Strong/Moderate),C1COCCN1CCN2C(=C(C3=NC4=CC=CC=C4N=C32)S(=O)(=O)C5=C(C=CC(=C5)Cl)Cl)N,506.4150000000002,3.6385000000000014,1.0,7.0
6602908.0,77.9,Active (Strong/Moderate),C1COCCN1CCN2C(SCC2=O)C3=CN(N=C3C4=CC5=C(C=C4)OCCO5)C6=CC=CC=C6,492.6010000000003,3.216700000000002,0.0,7.0
658809.0,91.3,Active (Strong/Moderate),C1COCCN1CCN2C3=CC=CC=C3N=C2NCC4=NC5=CC=CC=C5N4CC6=CC=CC=C6,466.5890000000003,4.378600000000003,1.0,5.0
2932109.0,84.0,Active (Strong/Moderate),C1COCCN1CCNC(=O)CCSCCC(=O)NCCN2CCOCC2,402.56100000000026,-0.6033999999999962,2.0,7.0
1244724.0,77.0,Active (Strong/Moderate),C1COCCN1CCNC2=C(N=C(O2)C3=CC=CC=C3Cl)S(=O)(=O)C4=CC=CC=C4,447.94400000000013,3.571900000000002,1.0,7.0
1251356.0,97.9,Active (Strong/Moderate),C1COCCN1CCNC2=C3C(=C(OC3=NC=N2)C4=CC=CC=C4)C5=CC=CC=C5,400.4820000000001,4.300900000000003,1.0,6.0
662183.0,96.6,Active (Strong/Moderate),C1COCCN1CCNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4O,350.42200000000014,2.7465000000000006,2.0,6.0
666487.0,98.3,Active (Strong/Moderate),C1COCCN1CCNC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C4=CC(=CC=C4)Cl,447.9480000000002,2.8281,2.0,7.0
5342393.0,77.2,Active (Strong/Moderate),C1COCCN1C\2C3=C(C=CC(=C3)[N+](=O)[O-])O/C2=C\COC4=C(C=C(C=C4)Cl)Cl,437.2790000000001,4.630200000000004,0.0,6.0
969995.0,80.7,Active (Strong/Moderate),C1COCCN1NC(=S)NC2=CC=CC3=CC=CC=C32,287.38800000000003,2.3734,2.0,3.0
2998552.0,96.3,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=C(C=C(C(=C2)C(=O)NCCCN3C=CN=C3)Cl)Cl,447.34400000000005,2.0308999999999995,1.0,5.0
2204165.0,90.4,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3)NCC4=CC=CO4,441.5090000000001,3.164900000000001,2.0,6.0
1240016.0,75.4,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O)Cl,424.8620000000001,2.3114,2.0,5.0
647664.0,81.9,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NCC3=CC=NC=C3)Cl,395.86800000000005,1.6858999999999993,1.0,5.0
5017078.0,94.9,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NCCCN3C=CN=C3)Br,457.35000000000014,1.4866000000000001,1.0,5.0
2997983.0,96.8,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NCCCN3C=CN=C3)Cl,412.8990000000001,1.3774999999999995,1.0,5.0
2390996.0,85.5,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)OCCN3C(=O)C4=CC=CC=C4C3=O,478.9100000000003,1.8139000000000003,0.0,7.0
4830978.0,79.8,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)COC(=O)CCC(=O)C3=CC=CS3,500.9820000000003,2.5672000000000006,1.0,8.0
4268036.0,83.1,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)O)C(=O)OCC(=O)NCCC3=CC=CC=C3,448.49700000000024,0.9288000000000003,2.0,7.0
2338527.0,90.7,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CO4)C5=CC=CO5,411.43900000000014,3.170700000000002,0.0,7.0
2321536.0,86.4,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC3=C(C=C2)N=C(N3)CC4=CC(=CC=C4)C(F)(F)F,425.4320000000001,3.1934000000000013,1.0,4.0
2998100.0,83.8,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC3=C(C=C2)OC(=N3)SCC4=CN5C=CSC5=N4,436.54000000000013,2.850200000000001,0.0,8.0
1267735.0,82.4,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)CC4=CC=NC=C4,437.52100000000013,2.9456000000000016,1.0,5.0
1918147.0,97.2,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)OCCCC3=CC=NC=C3,390.4610000000002,1.8921000000000001,0.0,6.0
980197.0,91.7,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)NC(=O)COC4=CC=C(C=C4)Cl,493.99400000000026,3.501900000000002,1.0,7.0
658973.0,77.6,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)NC(=O)COC4=CC=CC=C4,459.5490000000002,2.8485000000000014,1.0,7.0
2382050.0,85.0,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)CCC(=O)NC3=NC(=CS3)COC4=CC=CC=C4,487.6030000000002,3.314300000000001,1.0,7.0
2951066.0,84.7,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)CCSC3=CC=CC=C3,406.52900000000017,2.828400000000001,1.0,5.0
2998475.0,88.6,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)COC(=O)CCC(=O)C3=CC=CS3,466.5370000000003,1.913799999999999,1.0,8.0
2087430.0,75.0,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)COC(=O)CCC3=NC4=CC=CC=C4S3,489.57500000000033,2.4317,1.0,8.0
9550447.0,77.2,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC3C4=CC=CC=C4C(=O)N3C5=CC=CC=N5,450.5200000000002,2.8736000000000015,1.0,6.0
2378199.0,86.2,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CC=C(S2)CC(=O)OCC(=O)NCC3=CC=C(C=C3)Cl,472.9720000000002,1.8244999999999998,1.0,7.0
2998854.0,78.1,Active (Strong/Moderate),C1COCCN1S(=O)(=O)C2=CN=C(C=C2)NC3=CC4=C(C=C3)OCO4,363.39500000000015,1.5747999999999998,1.0,7.0
135501964.0,77.2,Active (Strong/Moderate),C1=CC=C(C=C1)C(/C(=C(\C#N)/C2=NC3=CC=CC=C3S2)/O)Cl,326.808,5.069080000000002,1.0,4.0
3090962.0,84.8,Active (Strong/Moderate),C1COCCOC2=C(C=C(C=C2)Br)OCCOCCOC3=C(C=CC(=C3)Br)OCCO1,562.2510000000002,4.490400000000005,0.0,7.0
2829026.0,83.6,Active (Strong/Moderate),C1COCCOCCN(CCOCCOCCN1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3,530.6180000000003,3.344000000000003,0.0,8.0
3305561.0,84.7,Active (Strong/Moderate),C1CS(=O)(=O)CC1N(CC2=CC=CC=C2Cl)C(=O)C3=C(C4=CC=CC=C4S3)Cl,454.4000000000002,5.037600000000003,0.0,4.0
3909416.0,99.1,Active (Strong/Moderate),C1CS(=O)(=O)CC1NC(=O)CSC2=NC3=CC=CC=C3N2CCC4=CC=CC=C4,429.5670000000001,2.6744000000000003,1.0,5.0
2079722.0,85.9,Active (Strong/Moderate),C1CSC(=N1)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4C3=O,379.44100000000014,2.1129,1.0,5.0
1488896.0,88.7,Active (Strong/Moderate),C1CSC2=C(C=CS2)C(=O)N1CC3=C(C=CC=C3Cl)Cl,344.2879999999999,4.803000000000002,0.0,3.0
3245941.0,80.3,Active (Strong/Moderate),C1CSC2=CC=CC=C2N(C1=O)CC(=O)NC3=CC=C(C=C3)F,330.38399999999996,3.2932000000000015,1.0,3.0
3213471.0,78.7,Active (Strong/Moderate),C1CSCCN1C(C2=CC=C(C=C2)Cl)C3=NN=NN3CCC4=CC=CC=C4,399.95100000000014,3.7074000000000025,0.0,5.0
5389732.0,89.5,Active (Strong/Moderate),C1C[C@H]2[C@@H]3[C@@H](C(=O)N(C3=O)C4=CC(=CC(=C4)Cl)Cl)[C@]5(N2C1)C6=CC=CC=C6NC5=O,442.3020000000002,3.4246000000000008,1.0,4.0
2018366.0,78.2,Active (Strong/Moderate),C1N(C2=NC3=CC=CC=C3N=C2N1S(=O)(=O)C4=CC=CS4)CC5=CC=C(C=C5)Cl,442.9530000000001,4.517700000000003,0.0,6.0
664525.0,78.6,Active (Strong/Moderate),C1N(C2=NC3=CC=CC=C3N=C2N1S(=O)(=O)C4=CC=CS4)CC5=CC=CS5,414.5370000000001,3.9258000000000024,0.0,7.0
5411761.0,81.8,Active (Strong/Moderate),C1OC2=C(O1)C=C(C(=C2)/C=N\NS(=O)(=O)C3=CC=CC=C3)[N+](=O)[O-],349.32400000000007,1.6359,1.0,7.0
5395106.0,86.0,Active (Strong/Moderate),C1OC2=C(O1)C=C(C=C2)/C=N\NS(=O)(=O)C3=CC=C(C=C3)Cl,338.77200000000005,2.381100000000001,1.0,5.0
1223860.0,92.5,Active (Strong/Moderate),C1OC2=C(O1)C=C(C=C2)C(=O)NC3=NN(C=C3)CC4=CC=C(C=C4)Cl,355.78100000000006,3.565800000000002,1.0,4.0
11837968.0,100.0,Active (Strong/Moderate),C1OC2=C(O1)C=C(C=C2)C(=O)NN3C(NC4=C(C3=O)C=C(C=C4)Br)C5=C(C=CC6=CC=CC=C65)O,532.3500000000003,4.948100000000004,3.0,6.0
