PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50,Std.Err(IC50),nH,%Inhibition at 5 uM,Mean High,STD Deviation High,Mean Low,STD Deviation Low
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,% inhibition of CYP2C9 in primary screening,Mean luminescence signal of negative controls in the corresponding plate,Standard deviation (n=64) of negative controls in the corresponding plate,Mean luminescence signal of positive controls in the corresponding plate,Standard deviation (n=64) of positive controls in the corresponding plate
RESULT_UNIT,,,,,,,,MICROMOLAR,MICROMOLAR,NONE,NONE,CPS,CPS,CPS,CPS
77166,4264253,2916185,C1=CC=C(C(=C1)CN2C3=CC=CC=C3C(C2=O)(CC(=O)C4=CC=CO4)O)Cl,Inactive,0,,,,,,-33.4,71129,6237.2,0,0
77167,4254888,2055778,COC(=O)C1=CC=C(O1)COC2=CC3=C(C=C2)C4=C(CCC4)C(=O)O3,Inactive,0,,,,,,1,71129,6237.2,0,0
77168,4265610,798652,C1CN(CC2=CC=CC=C21)C(=O)C3=CC(=CC=C3)F,Inactive,3,,,,,,9.3,71129,6237.2,0,0
77169,4263140,1085641,CCOC(=O)N1CCN(CC1)C(=O)C2=CC=C(C=C2)N(C)S(=O)(=O)C,Inactive,0,,,,,,-4.4,71129,6237.2,0,0
77170,4258208,1290444,CC(C)CC(=O)NC1=CC=CC=C1N2CCN(CC2)C(=O)C3=CC=CC=C3,Active,30,,,,,,76.1,71129,6237.2,0,0
77171,4258685,2947564,CCOC1=C(C=CC(=C1)C(C#N)N2CCOCC2)OC,Inactive,1,,,,,,4.5,71129,6237.2,0,0
77172,4255616,1290683,C1COCCN1C2=CC=CC=C2NC(=O)CSC3=NN=C(S3)N,Inactive,6,,,,,,16.2,71129,6237.2,0,0
77173,4256177,925512,CC1=CC(=C(C=C1)C)C(=O)NCC2=CC=NC=C2,Active,21,,,,,,53.7,71129,6237.2,0,0
77174,4259649,1825727,CCOCC1=NN=C(S1)NC(=O)COCC,Inactive,0,,,,,,-3,71129,6237.2,0,0
77175,4259651,749183,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NCC3=CC=CC=N3,Inactive,3,,,,,,8.3,71129,6237.2,0,0
77176,4256170,737596,C1OC2=C(O1)C=C(C=C2)C3=NN=C(O3)C4=CC=C(O4)Br,Inactive,11,,,,,,27.9,71129,6237.2,0,0
77177,4263503,768318,CC1=CC=CC=C1NC(=O)C2=CC=CC=C2O,Inactive,6,,,,,,16.3,71129,6237.2,0,0
77178,4265288,864595,COC1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)N,Inactive,0,,,,,,-14.8,71129,6237.2,0,0
77179,4264484,2292984,C1=CC2=C(C(=C1)NC(=O)C3=CN=CC=C3)N=CC=C2,Inactive,0,,,,,,-112.4,71129,6237.2,0,0
77180,4259730,790432,C1CCCC(CCC1)NC(=O)C2=CC=CO2,Inactive,2,,,,,,6.9,71129,6237.2,0,0
77181,4259848,947363,CC1=CC=C(O1)CCC(=O)NC2=C(C=CC(=C2)C(=O)OC)C(=O)OC,Inactive,14,,,,,,37.1,71129,6237.2,0,0
77182,4261636,883585,C1CC1C(=O)NC2C3CC4CC(C3)CC2C4,Inactive,0,,,,,,0.5,71129,6237.2,0,0
77183,4259857,135399507,CCOC1=CC=C(C=C1)NC2=NC(=CC(=O)N2)CC(=O)OC,Inactive,10,,,,,,25.4,71129,6237.2,0,0
77184,4261061,1069562,CC1=CC(=NC=C1)N2C(=NC3=CC=CC=C3C2=O)CCN4C(=O)C5=CC=CC=C5C4=O,Active,27,,,,,,69,71129,6237.2,0,0
77185,4257780,712887,C1=CC(=CC=C1NC(=O)NCCC2=CC=NC=C2)Cl,Active,38,,,,,,95.5,71129,6237.2,0,0
77186,4264836,697312,CC1=C(N2C=CC=CC2=N1)C3=CSC(=N3)NCC4=CC=CO4,Active,23,,,,,,59.4,71129,6237.2,0,0
77187,4261812,756336,C1COC2=C(O1)C=CC(=C2)NC(=O)CN3C4=CC=CC=C4OC3=O,Inactive,6,,,,,,16.4,71129,6237.2,0,0
77188,4256448,923198,CC1=C(CC(=O)N1C2=CC=CC3=CC=CC=C32)C(=O)OC,Inactive,0,,,,,,-12.2,71129,6237.2,0,0
77189,4262758,951980,CCOC(=O)C1CCN(CC1)C(=O)CN2C=C(C3=CC=CC=C32)C#N,Inactive,0,,,,,,-6.6,71129,6237.2,0,0
77190,853302,655954,CCOC1=C(C=CC(=C1)C2=C3CCCC(C3=NC(=C2C#N)N)C)O,Inactive,8,,,,,,20.8,71129,6237.2,0,0
77191,4259294,2949753,CC1=CC=C(C=C1)NC(=O)CC2C(=O)NCCN2,Inactive,0,,,,,,-11.1,71129,6237.2,0,0
77192,4260080,963790,CS(=O)(=O)N(CCC1=CC=CC=C1)CC(=O)N,Inactive,1,,,,,,2.7,71129,6237.2,0,0
77193,4263160,2947156,C1CC2CC1CC2NS(=O)(=O)C3=CC=C(S3)Br,Active,33,,,,,,83.6,71129,6237.2,0,0
77194,4264419,2952728,CC(C(=O)N1CCOCC1)OC2=CC=C(C=C2)OC,Inactive,0,,,,,,-2.7,71129,6237.2,0,0
77195,4258472,135399531,CCOC1=CC=C(C=C1)NC2=NC3=C(CCCC3)C(=O)N2,Inactive,0,,,,,,-8.1,71129,6237.2,0,0
77196,4255104,941555,C1=CC=C(C(=C1)CN2C3=CC=CC=C3N=C2SCC(=O)N)F,Inactive,0,,,,,,-0.9,71129,6237.2,0,0
77197,4262573,1095857,CN1C(=NN=N1)SCC(=O)N2CCN(CC2)C3=CC=C(C=C3)Cl,Inactive,10,,,,,,25.8,71129,6237.2,0,0
77198,7972164,684592,C1=COC(=C1)C(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F,Inactive,0,,,,,,-25,71129,6237.2,0,0
77199,4264841,686289,C1OC2=C(O1)C=C(C=C2)C3=NN(N=N3)CC4=C(C=CC=C4Cl)F,Inactive,12,,,,,,31.5,71129,6237.2,0,0
77200,4258433,886657,C1=CC=C(C=C1)C2=NN(N=N2)CC3=CC(=CC=C3)C#N,Inactive,14,,,,,,36.6,71129,6237.2,0,0
77201,4264049,669852,CC(C)N(CC1=CC=CC=C1)S(=O)(=O)N(C)C,Inactive,9,,,,,,22.8,71129,6237.2,0,0
77202,4262418,675398,C1=CC(=CC(=C1)NC(=O)C2=CC=CS2)N,Inactive,0,,,,,,2.4,71129,6237.2,0,0
77203,4257715,135459265,CC1=CC(=CC(=C1)CSC2=NN=C(C(=O)N2)C)C,Active,34,,,,,,85.6,71129,6237.2,0,0
77204,4264423,2952787,C1COC2=C(O1)C=C3CNCC(C3=C2)O,Inactive,0,,,,,,-4.2,71129,6237.2,0,0
77205,4256197,935032,CC1=C(C(=NC2=NC(=NN12)C3=CC=CO3)C)Cl,Inactive,0,,,,,,-2.1,71129,6237.2,0,0
77206,4258611,854438,C1CN(CCC1NC(=O)COC2=CC=CC=C2)CC3=CC=CC=C3,Inactive,2,,,,,,6.2,71129,6237.2,0,0
77207,4254727,1266427,COC1=CC=CC=C1NC(=O)COC2=C(C=C(C=C2)CO)Cl,Active,36,,,,,,92.4,71129,6237.2,0,0
77208,4254587,2224385,CCCOC1=C(C=C(C=C1Br)C(=O)NCC)OC,Inactive,6,,,,,,16.9,71129,6237.2,0,0
77209,4265065,973740,CC1=C2C(=NN1)OC(=C(C23CCC(CC3)C4=CC=CC=C4)C#N)N,Inactive,12,,,,,,31.2,71129,6237.2,0,0
77210,4254920,1982375,CC1=CC(=C(C(=N1)SCC#N)C#N)C2=CN=CC=C2,Inactive,0,,,,,,-81.7,71129,6237.2,0,0
77211,4258975,1301937,CCN1CCC2=C(C1)C(=C(C(=N2)SCC(=O)NC3=CC=C(C=C3)OC)C#N)C(=O)OCC,Active,39,,,,,,97.5,71129,6237.2,0,0
77212,4260293,973720,COC(=O)CC1=C2C(=NN1)OC(=C(C23CCSCC3)C#N)N,Inactive,5,,,,,,12.9,71129,6237.2,0,0
77213,4261059,1301910,CC1=CC=C(C=C1)SCC2=C3C(=NN2)OC(=C(C34CCSCC4)C#N)N,Inactive,12,,,,,,32.1,71129,6237.2,0,0
77214,4256323,973716,COC(=O)CC(=O)CSC1=C(C=C2CCCCCC2=N1)C#N,Active,30,,,,,,76.2,71129,6237.2,0,0
77215,4258536,2961962,CN1C2=CC=CC=C2C3(C1=O)C(=C(OC4=C3OC(=CC4=O)CO)N)C#N,Inactive,0,,,,,,-7,71129,6237.2,0,0
77216,4257692,2000803,CC1=CC(=NO1)NC(=O)C2=C(N=C(S2)NCC=C)N,Inactive,1,,,,,,3.3,71129,6237.2,0,0
77217,4261246,2961936,COC1=CC(=CC(=C1)C2C(=C(OC3=NNC(=C23)C4=CN=CC=C4)N)C#N)OC,Inactive,18,,,,,,45.4,71129,6237.2,0,0
77218,4257762,2961926,CCN1C2=CC=CC=C2C3(C1=O)C(=C(OC4=NNC(=C34)COC)N)C#N,Inactive,0,,,,,,-7.7,71129,6237.2,0,0
77219,4263930,2961924,CCC1=C2C(=NN1)OC(=C(C23C4=CC=CC=C4N(C3=O)CC5=CC=CC=C5)C#N)N,Active,35,,,,,,88,71129,6237.2,0,0
77220,4264527,1203560,CCC1=C2C(=NN1)OC(=C(C23CCN(CC3)C(=O)C4=CC=CC=C4)C#N)N,Inactive,15,,,,,,37.9,71129,6237.2,0,0
77221,4262872,973693,CC1=C2C(=NN1)OC(=C(C23CCC4(CC3)OCCO4)C#N)N,Inactive,4,,,,,,10.4,71129,6237.2,0,0
77222,4264524,2961861,CC1=C(C2(C3=CC=CC=C3NC2=O)C(=C(O1)N)C(=O)OC(C)C)C(=O)C,Inactive,0,,,,,,0.3,71129,6237.2,0,0
77223,4259124,2216794,CCOC(=O)NC(=O)CSC1=CC=CC=N1,Inactive,0,,,,,,-4,71129,6237.2,0,0
77224,4260474,2172307,CCOC(=O)NC(=O)CSC1=NN=NN1C2=CC=CC=C2,Inactive,0,,,,,,-94.4,71129,6237.2,0,0
77225,4261819,1301813,CN1C(=NN=N1)SCC(=O)NC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl,Inactive,0,,,,,,-12.3,71129,6237.2,0,0
77226,4262673,2215632,C1COC2=C(O1)C=CC(=C2)NC(=O)C3=C(N(N=C3)C4=CC=CC=C4Cl)NC(=O)C5=CC=CO5,Inactive,0,,,,,,-58.4,71129,6237.2,0,0
77227,4262029,1299532,CC1(CC2=C(CO1)C(=S)N=C(N2CCN3CCOCC3)C4=CC=CC=C4)C,Inactive,0,,,,,,-19.1,71129,6237.2,0,0
77228,4261360,1299520,CC1(CC2=C(CO1)SC3=C2C(=O)N(C(=N3)C4=CC5=CC=CC=C5O4)N)C,Inactive,2,,,,,,5.1,71129,6237.2,0,0
77229,4264454,1299473,CN1C(=NN=C1SCC2=NC3=CC=CC=C3S2)C4=CC5=C(C=C4)OCO5,Inactive,3,,,,,,8.2,71129,6237.2,0,0
77230,4263785,973068,CC1=C(C=C(C=C1)C(=O)O)S(=O)(=O)N2CCC(CC2)C(=O)O,Inactive,0,,,,,,-25.3,71129,6237.2,0,0
77231,4261400,829972,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)COC2=CC=CC=C2C(=O)N,Inactive,19,,,,,,49.4,71129,6237.2,0,0
77232,4260767,2215601,C=CCNC(=O)NC(=S)C1=CC=CC=C1,Inactive,0,,,,,,-1.9,71129,6237.2,0,0
77233,4262767,2960397,CC1CC(N2C3=C1C=C(C(=C3C4(C2=O)C(=C(OC5=NNC(=C45)C)N)C#N)C)C)(C)C,Inactive,2,,,,,,5,71129,6237.2,0,0
77234,4255931,1299220,COC1=CC=CC2=C1OC(=C2)C3=NN=C(N3CC=C)SCC(=O)NC4=NC=CS4,Inactive,0,,,,,,-72.7,71129,6237.2,0,0
77235,4258398,1034416,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)COC2=CC=CC(=C2)NC(=O)C,Inactive,0,,,,,,-6.5,71129,6237.2,0,0
77236,4254680,1293763,CC1=C(C=C(C=C1)C(=O)NC2=NN=C(S2)C)S(=O)(=O)N3CCCCCC3,Inactive,0,,,,,,-8.7,71129,6237.2,0,0
77237,4259772,2953576,CC1=NN(C2=C1C3(C4=CC=CC=C4N(C3=O)C)C(=C(O2)N)C#N)C5=CC=CC=C5,Active,22,,,,,,55.6,71129,6237.2,0,0
77238,4260289,2178367,C=CCNC1=NC(=NC(=N1)NCCO)N2CCCC2,Inactive,0,,,,,,0.6,71129,6237.2,0,0
77239,4261137,670001,CCOC(=O)C1CCN(CC1)C(=O)CC2=CC=CS2,Inactive,0,,,,,,-7.6,71129,6237.2,0,0
77240,4261497,1010420,COC1=CC=C(C=C1)CC(=O)N2CCN(CC2)C(=O)CC3=CC=C(C=C3)OC,Inactive,0,,,,,,-4.5,71129,6237.2,0,0
77241,861634,662872,COC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=C(C=C4)OC,Active,20,,,,,,51.5,71129,6237.2,0,0
77242,4256658,2966347,CCC(C)C(=O)NC1=CC(=C(C=C1C(=O)O)OC)OC,Inactive,0,,,,,,1.9,71129,6237.2,0,0
77243,4264161,1253511,COC(=O)NC1=C(C=CC(=C1)C(F)(F)F)N2CCN(CC2)C3=CC=CC=C3,Inactive,0,,,,,,-8,71129,6237.2,0,0
77244,4264642,2221761,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)OCC3=CC=CO3,Inactive,0,,,,,,-24.2,71129,6237.2,0,0
77245,4257777,839474,C1=CC=NC(=C1)CNC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,4,,,,,,11.5,71129,6237.2,0,0
77246,4262030,934461,C1CC(=O)N(C1)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC=C(C=C3)F,Inactive,7,,,,,,18.1,71129,6237.2,0,0
77247,4261632,2966268,CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)NCC2CCCO2,Inactive,3,,,,,,9.2,71129,6237.2,0,0
77248,4255469,2221608,CCCCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)NC3=NCCS3,Active,28,,,,,,71.6,71129,6237.2,0,0
77249,4254632,2221556,CC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)NCC3=CC=CO3,Active,33,,,,,,83.1,71129,6237.2,0,0
77250,4259240,2966212,C1CCC2C(C1)N(C(=C[N+]2=O)C3=CC4=CC=CC=C4O3)[O-],Inactive,15,,,,,,38.7,71129,6237.2,0,0
77251,4258547,2221530,C1CC2=C(C1)C=C(C=C2)OCCON3C(=O)CCC3=O,Inactive,0,,,,,,-25.8,71129,6237.2,0,0
77252,4263895,1262976,CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)N2CCC3=CC=CC=C32,Inactive,6,,,,,,17.2,71129,6237.2,0,0
77253,4263148,2221525,CC(=O)OCCN1C(=O)C2=C(C1=O)N=CC=C2,Inactive,0,,,,,,-19.9,71129,6237.2,0,0
77254,4257045,2975605,CN1C2=CC=CC=C2C3(C1=O)OCC(O3)COC4=CC=C(C=C4)Cl,Inactive,0,,,,,,-7.8,71129,6237.2,0,0
77255,4256609,1262881,CC(=O)NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCCCC3,Inactive,5,,,,,,14.4,71129,6237.2,0,0
77256,4256211,2966154,CN(CC1=CC=CC=C1)C(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CO3,Inactive,0,,,,,,-212.5,71129,6237.2,0,0
77257,4260820,249759,C1=CC=C(C=C1)OCCCN2C(=O)C3=CC=CC=C3C2=O,Inactive,8,,,,,,20.4,71129,6237.2,0,0
77258,4264804,2975715,CC1CN2C(=NN=C2S1)C3=CC(=CC=C3)NC(=O)C,Inactive,3,,,,,,9.8,71129,6237.2,0,0
77259,4264631,2966112,C1CC(OC1)CNC(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CO3,Inactive,0,,,,,,-1.4,71129,6237.2,0,0
77260,4257701,1262714,C1CCCN(CC1)C(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CO3,Inactive,0,,,,,,-13.5,71129,6237.2,0,0
77261,4262688,1262705,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,Inactive,0,,,,,,-4.2,71129,6237.2,0,0
77262,4258488,839484,CC(C)CCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)NCC3=CC=CO3,Inactive,19,,,,,,49.2,71129,6237.2,0,0
77263,4262312,2966075,C1COCCN1C(C2=CC=CC=C2)C(C(=O)C3=CNC4=CC=CC=C43)O,Inactive,2,,,,,,7,71129,6237.2,0,0
77264,4255376,1262460,COC1=CC=CC=C1NC(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CO3,Inactive,0,,,,,,-176.1,71129,6237.2,0,0
77265,4259256,2221403,C1CC2=C(C1)C=C(C=C2)OCCCON3C(=O)CCC3=O,Inactive,0,,,,,,-10.2,71129,6237.2,0,0
77266,4264605,1262407,CC1=CC(=NC=C1)NC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,0,,,,,,-0.6,71129,6237.2,0,0
77267,4263841,2221377,COC1=CC(=C(C=C1)OCCON2C(=O)CCC2=O)CC=C,Inactive,0,,,,,,-1.9,71129,6237.2,0,0
77268,4263089,934406,C1=CC=C(C(=C1)C#N)OCCN2C(=O)C3=CC=CC=C3C2=O,Active,24,,,,,,60.5,71129,6237.2,0,0
77269,4256917,1262352,CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)NCCC2=CC=CC=C2,Inactive,0,,,,,,-4.1,71129,6237.2,0,0
77270,4262290,2965911,CC(C)CCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)NCC3CCCO3,Active,32,,,,,,80.7,71129,6237.2,0,0
77271,4261517,1262346,COC1=CC=CC=C1NC(=O)CNC(=O)C2=CC=CC=C2,Inactive,9,,,,,,23.4,71129,6237.2,0,0
77272,4260759,2965910,C1C2CC3C1C(C2C(=O)NC4=NC=CS4)C(=O)O3,Inactive,0,,,,,,-1.9,71129,6237.2,0,0
77273,4259253,1262336,CC1=CC(=C(C=C1)O)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCCCC3,Active,21,,,,,,52.7,71129,6237.2,0,0
77274,4257713,1262175,C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3CCCC3,Inactive,9,,,,,,24.2,71129,6237.2,0,0
77275,4257067,573210,C1OC2=C(O1)C=C(C=C2)N3C(=NN=N3)SCC4=CC=CC=C4F,Inactive,17,,,,,,42.5,71129,6237.2,0,0
77276,4262707,899019,CN(C)CCNC(=O)C1=CC2=CC=CC=C2OC1=O,Inactive,0,,,,,,-19,71129,6237.2,0,0
77277,4255381,899074,CSC1=NC(=C2C3=C(CCC3)SC2=N1)N4CCOCC4,Active,23,,,,,,57.8,71129,6237.2,0,0
77278,4264765,2965197,CN1C(C(=O)N(C1=O)C)CC(=O)NC2=CC3=C(C=C2)C4=CC=CC=C4C3,Inactive,16,,,,,,41.5,71129,6237.2,0,0
77279,4264076,2965171,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC3=CC4=C(C=C3)OCO4,Inactive,0,,,,,,-7.4,71129,6237.2,0,0
77280,4258016,828211,CC(C)(C)C1=NC2=C(C(=CS2)C3=CC=CS3)C(=O)O1,Inactive,4,,,,,,12,71129,6237.2,0,0
77281,4262061,827818,C1=CSC(=C1)C2=CSC3=C2C(=O)OC(=N3)C4=CC=CS4,Inactive,0,,,,,,-36.5,71129,6237.2,0,0
77282,4261415,899002,COC1=CC=CC(=C1)N2C=NC3=C(C2=O)C(=CS3)C4=CC=CS4,Active,31,,,,,,79.2,71129,6237.2,0,0
77283,4254980,1251125,CC1=CC(=NN1CC(=O)NCC2=CC=CO2)NC(=O)CC3=CC=CS3,Inactive,0,,,,,,-11.3,71129,6237.2,0,0
77284,4260082,898987,CC(C)NC1=NC(=NC(=N1)SC)N2CCOCC2,Inactive,6,,,,,,15.5,71129,6237.2,0,0
77285,4259385,2965140,CC(C(=O)NC1=CC=CC=C1)SC2=NC(=NC(=N2)N3CCOCC3)NCC4=CC=CC=C4,Active,32,,,,,,80.5,71129,6237.2,0,0
77286,4258704,2220297,CC1=C(SC2=C1C(=O)N3CCCSC3=N2)C,Inactive,2,,,,,,7,71129,6237.2,0,0
77287,4256656,2965126,CC1=CC(=NC=C1)NC(=O)CCC2COC3=CC=CC=C3O2,Active,21,,,,,,54.8,71129,6237.2,0,0
77288,4255966,2965121,C1C(OC2=CC=CC=C2O1)CCC(=O)NCC3=CC=CO3,Inactive,7,,,,,,18.9,71129,6237.2,0,0
77289,4261414,2965120,C1C(OC2=CC=CC=C2O1)CCC(=O)NC3=C(C=CC=N3)O,Inactive,5,,,,,,14.1,71129,6237.2,0,0
77290,4260379,2965119,C1CCN(C1)C(=O)CCC2COC3=CC=CC=C3O2,Inactive,4,,,,,,11.9,71129,6237.2,0,0
77291,4265459,2965115,C1C(OC2=CC=CC=C2O1)CCC(=O)NC3=NC=C(C=C3)Cl,Inactive,2,,,,,,6.9,71129,6237.2,0,0
77292,4264785,2965114,CC1=CC(=NN1C(=O)CCC2COC3=CC=CC=C3O2)C,Inactive,5,,,,,,13.2,71129,6237.2,0,0
77293,4262748,2965103,COC1=C(C=C(C=C1)CNC(=O)C2CC=CCC2C(=O)O)OC,Inactive,0,,,,,,-18.9,71129,6237.2,0,0
77294,4258703,2965113,CC1=CC(=NO1)NC(=O)CCC2COC3=CC=CC=C3O2,Inactive,2,,,,,,7.1,71129,6237.2,0,0
77295,4258805,2224382,COCCCN1C(=CC=C1C2=CC=CS2)CCC(=O)O,Inactive,0,,,,,,2.4,71129,6237.2,0,0
77296,4259720,1942568,COC1=CC(=C(C=C1)OC)NC2=NC(=NC(=N2)N)C3=CC4=CC=CC=C4O3,Inactive,0,,,,,,-25,71129,6237.2,0,0
77297,4262408,2240578,C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=NN4C=C(C=NC4=C3)Br,Inactive,8,,,,,,21.3,71129,6237.2,0,0
77298,4265457,1258939,COC1=C(C(=C(C(=C1F)F)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CO3)F)F,Inactive,8,,,,,,20.8,71129,6237.2,0,0
77299,4260783,1258870,C1CN(CCN(C1)S(=O)(=O)N2CCOCC2)S(=O)(=O)N3CCOCC3,Inactive,2,,,,,,6.2,71129,6237.2,0,0
77300,4264997,2239622,CCN(CC(=O)NCC1=CC=CC=N1)S(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,2,,,,,,5.4,71129,6237.2,0,0
77301,4261222,2984343,CC1=CC(=C(C=C1)C)C2C(=C(NC(=O)N2)CN3CCC4=CC=CC=C43)C(=O)OC,Inactive,0,,,,,,-9.1,71129,6237.2,0,0
77302,4264230,2980990,C1CCC(CC1)C(=O)NC2(C(=O)N3CCSC3=N2)C(F)(F)F,Inactive,0,,,,,,-2.1,71129,6237.2,0,0
77303,4255382,2980748,CC1=NC(=NN1)SCC(=O)NN2C(=NC3=CC=CC=C3C2=O)C4=CC=CC=C4,Inactive,12,,,,,,30.1,71129,6237.2,0,0
77304,4260267,1247123,C1CCC(CC1)NC(=O)N2CCN(CC2)C3CCCCC3,Inactive,0,,,,,,-10.5,71129,6237.2,0,0
77305,4255574,3246742,C1CCC(C(C1)C(=O)NCCCC2=CC=CC=C2)C(=O)O,Inactive,0,,,,,,-1.2,71129,6237.2,0,0
77306,4257746,896677,CC1=CC(=C(C(=C1)C)S(=O)(=O)N(C)CC2=CN(N=C2)C)C,Inactive,0,,,,,,-97,71129,6237.2,0,0
77307,4262928,2931295,CC1=CC(=NO1)NC(=O)C2CC=CCC2C(=O)O,Inactive,0,,,,,,-24.5,71129,6237.2,0,0
77308,4259123,2164897,C1=CC=NC(=C1)CNC(=O)C(C(C(=O)NCC2=CC=CC=N2)(F)F)(F)F,Inactive,0,,,,,,-14.6,71129,6237.2,0,0
77309,4261184,2931250,C=CCN(CC=C)C(=O)CCCCC(=O)N(CC=C)CC=C,Inactive,0,,,,,,-8.4,71129,6237.2,0,0
77310,4262356,1247244,CCC1=CC=CC(=C1NC(=O)C2=C(OC(=C2)C)C)C,Inactive,0,,,,,,-18.1,71129,6237.2,0,0
77311,4263871,896583,CCOC(=O)NCC1=CC(=C(C=C1)Cl)Cl,Inactive,0,,,,,,-0.8,71129,6237.2,0,0
77312,4263215,2179064,CCOCCCNC(=O)CCCOC1=CC=CC=C1,Inactive,0,,,,,,-1,71129,6237.2,0,0
77313,4257121,753077,CC1=CC(=NO1)NC(=O)C2=NC(=CC=C2)C(=O)NC3=NOC(=C3)C,Inactive,0,,,,,,-4.5,71129,6237.2,0,0
77314,4255105,672004,C1COCCN1CC2=CC(=C(O2)C3=CC=CC=C3)C(=O)O,Inactive,0,,,,,,-17.9,71129,6237.2,0,0
77315,4256568,844614,CC1=CC=C(O1)C(=O)NCC2=CC=C(C=C2)Cl,Inactive,0,,,,,,-8.8,71129,6237.2,0,0
77316,4265307,896465,C1CCC(CC1)NC(=O)NC2=CC(=C(C=C2)F)F,Inactive,18,,,,,,45.5,71129,6237.2,0,0
77317,4262598,1390051,C1CCC2=C(C1)C3=CC=CC=C3N2C(=O)CSC4=NN=C(O4)C5=CC=CC=C5,Inactive,0,,,,,,-18.8,71129,6237.2,0,0
77318,4261917,716264,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)COC3=CC=CC=C3Cl,Inactive,0,,,,,,-28.7,71129,6237.2,0,0
77319,4255844,3246743,CCOC1=CC=C(C=C1)C(=O)NCCCN2C=CN=C2,Inactive,9,,,,,,24.9,71129,6237.2,0,0
77320,4256399,1033156,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)C4=CN=CC=C4,Inactive,11,,,,,,28.5,71129,6237.2,0,0
77321,4263629,2931090,CC(C)CC(=O)NCC(C)NC(=O)CC(C)C,Inactive,0,,,,,,-42.8,71129,6237.2,0,0
77322,4264378,887464,CC1=C(C=C(C=C1)C(=O)N2C=NN=C2N)C,Inactive,0,,,,,,-23.7,71129,6237.2,0,0
77323,4257185,2178964,CCOCCCNC(=O)C1=CC2=C(C=C1)OCO2,Inactive,0,,,,,,-11.9,71129,6237.2,0,0
77324,4265896,887434,CC1=CC(=C(C(=C1)OCC2=NC(=NO2)C3=CN=CC=C3)C)C,Inactive,8,,,,,,21.5,71129,6237.2,0,0
77325,4258245,2167095,CCS(=O)(=O)NCCCC1=CC=CC=C1,Inactive,0,,,,,,-21.7,71129,6237.2,0,0
77326,4265156,2182132,CCCOC1=CC=C(C=C1)C(=O)N2CCCC3=CC=CC=C32,Active,27,,,,,,69.1,71129,6237.2,0,0
77327,4259969,2931043,CC1=CC(=CC(=C1)N2C(=O)C3CC=CCC3C2=O)C,Inactive,0,,,,,,-21.4,71129,6237.2,0,0
77328,4260323,2930992,COC(=O)CC1=CN=C(S1)NC(=O)C2C3CCC(C3)C2C(=O)O,Inactive,0,,,,,,-12.8,71129,6237.2,0,0
77329,4257265,1221222,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3=CC=C(O3)Br,Inactive,9,,,,,,23.6,71129,6237.2,0,0
