PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50,Std.Err(IC50),nH,%Inhibition at 5 uM,Mean High,STD Deviation High,Mean Low,STD Deviation Low
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,% inhibition of CYP2C9 in primary screening,Mean luminescence signal of negative controls in the corresponding plate,Standard deviation (n=64) of negative controls in the corresponding plate,Mean luminescence signal of positive controls in the corresponding plate,Standard deviation (n=64) of positive controls in the corresponding plate
RESULT_UNIT,,,,,,,,MICROMOLAR,MICROMOLAR,NONE,NONE,CPS,CPS,CPS,CPS
1,17406628,1218287,CCC(=O)NC1=C(C=CC(=C1)C(=O)OCC(=O)C2=CC=CC=C2Cl)C,Inactive,0,,,,,,-108.7,65422,10333,297.33,301.88
2,17406959,6247698,CC1=CC=C(C=C1)/C=C/C2=NN=C(O2)C3=CC=C(C=C3)C,Inactive,15,,,,,,39.6,65422,10333,297.33,301.88
3,17406670,833356,C1CN(C2=CC=CC=C21)C(=S)NC(=O)COC3=CC=CC=C3Cl,Inactive,0,,,,,,-9.5,65422,10333,297.33,301.88
4,17406638,3542312,CCC1=CC(=C(S1)NC(=O)C2=CC=CC=C2)C(C3=CC=C(C=C3)F)N4CCOCC4,Inactive,15,,,,,,38.4,65422,10333,297.33,301.88
5,17406869,11958382,CCCCCNCC1=CC(=CC=C1)Br.Cl,Inactive,2,,,,,,5.3,65422,10333,297.33,301.88
6,17406602,1811564,CC1=CC=CC=C1OCCNC(=S)NC2=CC=CC=C2,Inactive,3,,,,,,8.8,65422,10333,297.33,301.88
7,17406669,6872980,CC1=CC=CC=C1C(=O)N/N=C/C2=CC=NC=C2,Inactive,6,,,,,,15.3,65422,10333,297.33,301.88
8,17406764,844536,CCN1C(=C(C=N1)/C=C/C(=O)NCC2=CN(N=C2C)C)C,Inactive,0,,,,,,-0.7,65422,10333,297.33,301.88
9,17406597,406791,C1=CC=C(C=C1)N2C(=NN=N2)C3=CNC4=C3C=C(C=C4)Cl,Inactive,13,,,,,,34.5,65422,10333,297.33,301.88
10,17406681,842961,CC1=CN(N=C1)CCC(=O)NNC(=S)NC2=CC(=CC=C2)Cl,Inactive,0,,,,,,-0.2,65422,10333,297.33,301.88
11,17406652,3501416,C1CCN(C1)C(C(Cl)(Cl)Cl)NC(=O)C2=CC=CC=C2,Inactive,0,,,,,,0.3,65422,10333,297.33,301.88
12,17406686,588601,C1=CC=C(C=C1)CNC(=O)CSCC(=O)NC2=CC3=CC=CC=C3C=C2,Inactive,0,,,,,,-2.2,65422,10333,297.33,301.88
13,17406687,11958371,CCC(=O)NC(C(=O)OCC)(C(F)(F)F)NC1=C(C=C(C=C1)C(C(=O)OCC)(C(F)(F)F)O)C,Active,21,,,,,,54.1,65422,10333,297.33,301.88
14,17406682,842925,CC1=CN(N=C1)CCC(=O)NNC(=S)NC2=CC=C(C=C2)F,Inactive,0,,,,,,1.8,65422,10333,297.33,301.88
15,17406625,9617644,COC1=CC=C(C=C1)C(=O)OC2=C(C=CC(=C2)/C=N/NC(=S)N)OC,Inactive,0,,,,,,0.6,65422,10333,297.33,301.88
16,17406642,6872802,CCOC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])OS(=O)(=O)C3=CC=CC=C3,Active,23,,,,,,59.1,65422,10333,297.33,301.88
17,17406671,11835442,CC1(CC(CC(N1CC(COCCOC2=CC=C(C=C2)Br)O)(C)C)O)C,Inactive,0,,,,,,1.2,65422,10333,297.33,301.88
18,17406653,6872184,COC1=C(C=CC(=C1)/C=N/NC(=O)C2=CN=CC=C2)OC(=O)C3=CC4=C(C=C3)OCO4,Inactive,0,,,,,,-2,65422,10333,297.33,301.88
19,17406654,5261757,C=CCNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,19,,,,,,49.6,65422,10333,297.33,301.88
20,17406793,4326570,CCC1=CC=C(C=C1)C(=O)COC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCC(CC3)C,Inactive,7,,,,,,18.4,65422,10333,297.33,301.88
21,17406970,4687157,C1C(C(=O)N(C1=O)CC(C2=CC=CC=C2)C3=CC=CC=C3)SCC(=O)NC4=CC=C(C=C4)Cl,Active,34,,,,,,85.3,65422,10333,297.33,301.88
22,17406679,6015853,CC1=C(C=NN1C)/C=C/C(=O)C2=CC=CC=C2,Inactive,4,,,,,,10.7,65422,10333,297.33,301.88
23,17406855,4319123,CC(C1=CC=CC=C1)NC(=O)C2=CC=C(O2)CN3C=C(C=N3)[N+](=O)[O-],Inactive,10,,,,,,27.2,65422,10333,297.33,301.88
24,17406632,4570465,CCOC(=O)C1=CN(C2=C(C(=C(C=C2C1=O)F)N3CC(OC(C3)C)C)F)C4=NC(=CS4)C5=CC=C(C=C5)Cl,Inactive,2,,,,,,5.7,65422,10333,297.33,301.88
25,17406699,11958372,CC1(C(N(C(=S)S1)NC(=O)NC2=CC=CC=C2)N(C(=O)NC3=CC=CC=C3)O)C,Inactive,16,,,,,,41.6,65422,10333,297.33,301.88
26,17406858,833411,CC1=CC(=CC=C1)OCC(=O)NC(=S)N2CCCC3=CC=CC=C32,Inactive,6,,,,,,15.1,65422,10333,297.33,301.88
27,17406875,11958384,CCCCCCNCC1=CC(=CC=C1)Br.Cl,Inactive,3,,,,,,9,65422,10333,297.33,301.88
28,17406900,11841560,CC1=C(C(=C2C3=C(C(=O)NC(N3)C4=CC=CC=C4)SC2=N1)C5=CC=C(C=C5)OC)C(=O)C,Inactive,4,,,,,,11.1,65422,10333,297.33,301.88
29,17406957,5866333,C1=CC=C(C=C1)/C=C/C2=NN=C(O2)C3=CC=CS3,Inactive,11,,,,,,27.5,65422,10333,297.33,301.88
30,17401309,996925,CC1=NN(C(=C1Cl)C(=O)NNC(=S)NC2=CC=CC=C2OC)C,Active,26,,,,,,66.1,65422,10333,297.33,301.88
31,17401245,9667880,C1=CC=C(C(=C1)[N+](=O)[O-])OCC(=O)N/N=C/C=C/C2=CC=CO2,Inactive,3,,,,,,7.6,65422,10333,297.33,301.88
32,17406842,5226271,CC1=CC(=CC=C1)NC(=O)C(C)N2C(=O)C3C4CC(C3C2=O)C(C4Br)Br,Active,20,,,,,,51.6,65422,10333,297.33,301.88
33,17406943,680998,C1CC1C(=O)NNC(=S)NC2=CC=CC=C2,Inactive,0,,,,,,-1.3,65422,10333,297.33,301.88
34,17406914,135510980,CCCCN=C1N/C(=C\C2=CC=CO2)/C(=O)N1C3=CC=CC=C3,Inactive,0,,,,,,2.2,65422,10333,297.33,301.88
35,17408852,3129039,CC1(CC(=O)C(C(=O)C1)C(C2=CC=CO2)C3=C(CC(CC3=O)(C)C)O)C,Inactive,0,,,,,,-5.8,65422,10333,297.33,301.88
36,17415928,2292021,COC1=C(C=CC(=C1)CC=C)OCCOCCOC2=CC=CC=C2[N+](=O)[O-],Active,30,,,,,,76.6,65422,10333,297.33,301.88
37,14731500,3724031,C1CCC2=C(C1)C3=C(N=C2N4CCOCC4)SC5=C3N=CN=C5SCC6=CC=CC=C6,Inactive,4,,,,,,10.4,65422,10333,297.33,301.88
38,17411530,3765151,C1=CC=C(C=C1)C2=C(C(=O)NN2)C=NC3=CC=C(C=C3)Cl,Inactive,9,,,,,,23,65422,10333,297.33,301.88
39,17414139,9587777,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCC(=O)O/N=C(/C3=CC=C(C=C3)Cl)\N,Inactive,4,,,,,,11.5,65422,10333,297.33,301.88
40,17415157,887021,CC1=CC=CC=C1C(=O)NC2=CC=CC=C2C(=O)NCC3=CC=CC=C3,Inactive,4,,,,,,11.1,65422,10333,297.33,301.88
41,14744088,2102520,CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC(=C(C=C3)OCC4=C(ON=C4C)C)OC,Inactive,19,,,,,,48.7,65422,10333,297.33,301.88
42,17416255,2292273,C1=CC=C(C=C1)C(=O)COC(=O)CCCC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,Inactive,0,,,,,,-7.8,65422,10333,297.33,301.88
43,16952915,135501960,C\1CC(=C(/C1=C\C2=CC=CC=C2)N3CCOCC3)/C=N/N=C/4\C5=CC=CC=C5NC4=O,Inactive,9,,,,,,24.3,65422,10333,297.33,301.88
44,17414673,1994324,C1=CC=C(C=C1)CSC2=NSC3=NC(=O)/C(=C\C4=CC=CS4)/C(=N)N32,Active,37,,,,,,92.9,65422,10333,297.33,301.88
45,17416238,6897858,CCOC1=C(C=CC(=C1)/C=N/N2C=NN=C2)OC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,13,,,,,,32.6,65422,10333,297.33,301.88
46,14730624,2936609,CCCCN1C2=C(C(C3=C1C4=CC=CC=C4C3=O)C5=CC(=C(C=C5)Cl)Cl)C(=O)CCC2,Inactive,4,,,,,,11.2,65422,10333,297.33,301.88
47,17415865,1347088,CCCC(=O)NC1=CC(=CC=C1)NC(=S)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,,,,-15.9,65422,10333,297.33,301.88
48,17386252,135431508,C1CCC2=C(C1)C(=O)N3C(=N2)C(=C(N3)N)N=NC4=CC=C(C=C4)Cl,Inactive,16,,,,,,41.1,65422,10333,297.33,301.88
49,17416240,5729990,CC[N+]1=C(SC2=C1C=C(C=C2)OC)/C=C/3\CC(CC(=C3)C)(C)C.CC1=CC=C(C=C1)S(=O)(=O)[O-],Inactive,10,,,,,,25.8,65422,10333,297.33,301.88
50,16953852,2105065,CN(C)C(=O)COC(=O)C1=CC(=C(C(=C1)OC)OC)NC(=O)C2=CC=CO2,Inactive,0,,,,,,-7.6,65422,10333,297.33,301.88
51,17416002,2291980,COC1=C(C=CC(=C1)C=O)OCCCOC2=CC=CC=C2C(=O)OC,Active,23,,,,,,58.9,65422,10333,297.33,301.88
52,14735680,9550811,CC1=C(C=C(C=C1)Cl)N2C(=N/C(=C\C3=CC=C(C=C3)[N+](=O)[O-])/C2=O)C,Inactive,0,,,,,,-8.6,65422,10333,297.33,301.88
53,17416391,135422654,COC(=O)/C=C\1/C(=O)NC(=NC(=O)C2=CC(=CC=C2)Cl)S1,Inactive,5,,,,,,14.3,65422,10333,297.33,301.88
54,16953744,5678709,CC1=C(C=CC2=C1OC(=C(C2=O)C3=NC4=CC=CC=C4C=C3)C)O,Inactive,6,,,,,,15.1,65422,10333,297.33,301.88
55,17414344,2204297,CC1=CC(=CC=C1)C(=O)NC2=C(C=CC(=C2)C)NC(=O)COC3=CC=CC=C3,Inactive,19,,,,,,48.3,65422,10333,297.33,301.88
56,17411192,1478293,CCOC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)Cl,Inactive,0,,,,,,0.8,65422,10333,297.33,301.88
57,17414648,135495524,C1=CC=C(C=C1)N2C(=NC(=N2)/C=C/C3=CC=C(C=C3)O)C4=CC=CC=C4O,Inactive,19,,,,,,49.4,65422,10333,297.33,301.88
58,17414817,1310757,CC1=CC(=C(N1C2=CN=CC=C2)C)/C=C\3/C(=O)N(C(=S)S3)CC4=CC=CO4,Inactive,8,,,,,,21.4,65422,10333,297.33,301.88
59,17416303,2889488,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])NCCCNC(=O)C2=CC(=C(C=C2Cl)F)F,Inactive,16,,,,,,40.5,65422,10333,297.33,301.88
60,17411026,1482352,C1=CC(=CC=C1O)OC2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F,Inactive,0,,,,,,2.1,65422,10333,297.33,301.88
61,17414657,6866879,C1=COC(=C1)C2=NNC(=S)N2/N=C/C3=CC=C(S3)Br,Inactive,0,,,,,,-24.6,65422,10333,297.33,301.88
62,17414467,1293875,CCCN1C(=C2C=CC(=CC2=C1O)C(=O)N=NC(=O)C3=CN=CC=C3)O,Inactive,0,,,,,,-18.3,65422,10333,297.33,301.88
63,14734149,5181562,CC1=CC=C(C=C1)N2C(=C(N=C2[O-])[N+]3=CC=CC=C3)C=O,Inactive,0,,,,,,-12.4,65422,10333,297.33,301.88
64,17415867,2788605,CCOC(=O)C1=C(SC(=C1)C2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)OC,Inactive,7,,,,,,19.3,65422,10333,297.33,301.88
65,17416003,2292082,C1=CC2=C(C(=C1)OCCOCCOC3=C(C=C(C=C3)Br)Cl)N=CC=C2,Inactive,0,,,,,,-70.6,65422,10333,297.33,301.88
66,14734586,135400434,CC1=CC(=C(C(=O)O1)C(=O)/C=C/C2=C(C=C(C=C2)OC)OC)O,Inactive,5,,,,,,14.7,65422,10333,297.33,301.88
67,17415898,2298907,C1=CC=C(C=C1)CCNC(=S)NC2=CC=CC=C2F,Inactive,10,,,,,,27.1,65422,10333,297.33,301.88
68,17414586,1306820,CC1=CC(=C(N1C)C)/C=C/2\C(=O)N(C(=O)S2)CC(=O)OC,Active,20,,,,,,51,65422,10333,297.33,301.88
69,14733241,9550424,C1CCC(=CC1)CCNC(=O)CN2C3=CC=CC=C3C(=O)N(C2=O)CCCCC(=O)NC4CCCC4,Inactive,2,,,,,,5.7,65422,10333,297.33,301.88
70,17416100,2261357,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NCCSCC2=C(C=C(C=C2)Cl)Cl,Active,32,,,,,,80.9,65422,10333,297.33,301.88
71,14731753,6859997,CCOC1=C(C=C(C=C1)/C=N/N2C(=NN=C2SC)C3=CC=CC=C3)OCC,Inactive,11,,,,,,27.7,65422,10333,297.33,301.88
72,17416243,2894008,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CSC3=NC4=C(C5=CC=CC=C5N4CCC6=CC=CC=C6)N=N3,Inactive,13,,,,,,33.2,65422,10333,297.33,301.88
73,14731046,9659147,COC1=CC2=NC(=C(C=C2C=C1)/C=N/NC(=O)CSCC3=CC=C(C=C3)[N+](=O)[O-])Cl,Inactive,1,,,,,,3.2,65422,10333,297.33,301.88
74,17416258,2893991,CC1=[N+](C=C(C=C1)CCSC2=CC=C(C=C2)C(C)(C)C)CC(=O)C3=CC=CC=C3.[Br-],Inactive,0,,,,,,1.6,65422,10333,297.33,301.88
75,17414835,6858881,CC1=C(SC=C1)/C=N/N2C(=NNC2=S)C3=CN=CC=C3,Inactive,0,,,,,,1.1,65422,10333,297.33,301.88
76,17414787,5395960,CC\1=C(C(=O)C=C/C1=N/S(=O)(=O)C2=CC=C(C=C2)OC)C,Inactive,0,,,,,,-14.4,65422,10333,297.33,301.88
77,17414857,2929631,C1CCN(CC1)C2=C(C=C(C=C2)C(=O)N(CC3=CC=CC=C3)C4=CC=CC=N4)[N+](=O)[O-],Inactive,13,,,,,,34.7,65422,10333,297.33,301.88
78,17416101,701648,CC1=C(SC=C1)/C=C\2/C(=O)N=C(S2)N3CCOCC3,Inactive,0,,,,,,-18,65422,10333,297.33,301.88
79,17415904,5350051,CC1=C(SC(=S)N1C)C(=O)N/N=C/C2=CC=CC=C2,Inactive,4,,,,,,12,65422,10333,297.33,301.88
80,17415926,2292010,CCC1=CC=CC=C1OCCOC2=C(C=C(C=C2)C)OC,Inactive,3,,,,,,8.2,65422,10333,297.33,301.88
81,17414642,2928803,C1CCCN(CC1)C(=O)OC2=C(C3=CC=CC=C3C=C2)Br,Inactive,0,,,,,,-24,65422,10333,297.33,301.88
82,17416392,5348801,CC1=CC=C(C=C1)S(=O)(=O)N/N=C/C2=CC=C(C=C2)OCC(=O)NC3=CC=CC=C3Cl,Active,33,,,,,,84.5,65422,10333,297.33,301.88
83,17386560,3466578,CC1=CC=C(C=C1)C2=C(SC(=C2C(=O)OC(C)C)NC(=O)C3C4CCC(C3C(=O)O)O4)C,Inactive,2,,,,,,5.3,65422,10333,297.33,301.88
84,17415074,1189161,CC1=C(C(=C(C=C1)C)OCC(=O)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-])C,Inactive,0,,,,,,-24.9,65422,10333,297.33,301.88
85,17415066,1312447,CC(C)NC(=O)C1=CC=CC=C1NC(=O)/C(=C/C2=CC=C(C=C2)OC)/C3=CC=CC=C3,Active,23,,,,,,59.9,65422,10333,297.33,301.88
86,17415038,1315109,C1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,,,,-5.7,65422,10333,297.33,301.88
87,17414622,2176129,CCOC1=C(C=C(C=C1)CCNC(=O)CCCN2C(=O)C3=CC=CC=C3C2=O)OCC,Inactive,7,,,,,,19.8,65422,10333,297.33,301.88
88,17414641,6886293,C1=COC(=C1)C2=NNC(=S)N2/N=C/C3=C(C=C(C=C3)Cl)Cl,Inactive,12,,,,,,31.8,65422,10333,297.33,301.88
89,17416246,1068279,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)N(C(=N3)C4=CC=CS4)C5=CC=C(C=C5)Cl,Inactive,0,,,,,,1.8,65422,10333,297.33,301.88
90,14730409,9550039,C1CCC2=C(C1)C3=C(N=C2N4CCOCC4)SC5=C3N=NN(C5=O)CC6=CC=CC=C6.O,Inactive,1,,,,,,3.3,65422,10333,297.33,301.88
91,17415855,2892399,COC(=O)CN1C(C(=O)N(C1=S)CC2=CC=CC=C2)CC(=O)NC3=CC=C(C=C3)Br,Inactive,11,,,,,,28.4,65422,10333,297.33,301.88
92,17414587,1309483,CC1=CC=CC=C1CN2C3=CC=CC=C3N=C2CC4=CC=CC=C4,Inactive,9,,,,,,24.7,65422,10333,297.33,301.88
93,16953101,3329485,CC1CCCC(N1C(=O)C2=CC=CC=C2NC3=CC=C(C=C3)SC(F)F)C,Inactive,10,,,,,,25.1,65422,10333,297.33,301.88
94,17416310,2271200,C1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)Br,Inactive,0,,,,,,-14.3,65422,10333,297.33,301.88
95,14738132,6511277,C1COCCN1C2=CC=C(O2)/C=C\3/C(=O)N(C(=O)S3)CC4=C(C=CC=C4Cl)F,Inactive,0,,,,,,-12.7,65422,10333,297.33,301.88
96,17415864,1347073,C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl,Inactive,12,,,,,,31.3,65422,10333,297.33,301.88
97,14732920,6519189,CCCCN1C2=CC=CC=C2/C(=C/3\C(=O)N4C(=NC(=O)C(=N4)C5=CC=CC=C5)S3)/C1=O,Inactive,0,,,,,,-8.4,65422,10333,297.33,301.88
98,17415900,5730620,CC(CCC1=CC=CC=C1)NC(=O)/C=C/C2=CC=CC=C2,Inactive,18,,,,,,45.9,65422,10333,297.33,301.88
99,14729300,1256456,C1CCC2=C(C1)C3=C(N=C2N4CCOCC4)SC5=C3N=CN(C5=O)CCC6=CC=CC=C6,Active,24,,,,,,60.6,65422,10333,297.33,301.88
100,14731283,1256690,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C3=NC4=CC=CC=C4S3)Cl,Inactive,0,,,,,,-14.2,65422,10333,297.33,301.88
101,17414672,886906,CCOC(=O)C1=CC=CC=C1NC(=O)/C(=C/C(=O)O)/C,Inactive,0,,,,,,-19.4,65422,10333,297.33,301.88
102,17411022,2766655,C1=CC=C2C(=C1)C(=C(N2CC3=CC(=C(C=C3)Cl)Cl)O)N=O,Active,24,,,,,,61.5,65422,10333,297.33,301.88
103,17414924,705975,COC1=CC=C(C=C1)NC2=C3C=C(SC3=NC=N2)C4=CC=CC=C4,Inactive,0,,,,,,-8.9,65422,10333,297.33,301.88
104,17416381,2889028,CC(C)CC(=O)NC1=C(C=C(C=C1)OC)[N+](=O)[O-],Inactive,0,,,,,,-28.7,65422,10333,297.33,301.88
105,17414671,992371,CC1=CC=C(C=C1)OC2=COC3=C(C2=O)C=CC(=C3)OC(=O)C4=CC=CS4,Inactive,0,,,,,,-41.4,65422,10333,297.33,301.88
106,17411147,5133883,C1=CC=C(C(=C1)S(=O)(=O)NCCNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)Cl,Inactive,2,,,,,,5.8,65422,10333,297.33,301.88
107,17415072,680704,C1=CC=C(C=C1)NC(=O)OCN2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,,,,-27.1,65422,10333,297.33,301.88
108,17415026,892669,C1=CC=C2C(=C1)C=CC=C2CSCC3=NC4=CC=CC=C4N3,Active,34,,,,,,85.1,65422,10333,297.33,301.88
109,14723823,3149519,CN1C2=NC3=C(C(C4=CC=CC=C43)O)C(=C2C(=O)N(C1=O)C)C5=CC(=CC=C5)F,Inactive,2,,,,,,5.1,65422,10333,297.33,301.88
110,17416009,2900714,C1CCCC(CC1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3NC(=O)C4=CC=CC=C4,Active,28,,,,,,71.4,65422,10333,297.33,301.88
111,14734162,5883673,CC1=C(C(=NO1)C2=CC=CC=C2)C3=N/C(=C\C4=CC(=C(C=C4)OC)OC)/C(=O)O3,Inactive,0,,,,,,-20.1,65422,10333,297.33,301.88
112,17388318,2365301,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)OCC(=O)NCC3=CC=CO3)C,Inactive,13,,,,,,34.3,65422,10333,297.33,301.88
113,17416301,2889688,COC1=C(C=C(C=C1)CCNC2=C(C=CC(=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4F)[N+](=O)[O-])OC,Inactive,0,,,,,,-18.8,65422,10333,297.33,301.88
114,17414662,135495521,CC1(CC(=NCC=C)/C(=C(\C2=CC=CC=C2)/O)/C(=O)C1)C,Inactive,0,,,,,,-9.9,65422,10333,297.33,301.88
115,17415030,1312406,COC1=CC=C(C=C1)CC2=NN=C(S2)NC(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Inactive,1,,,,,,4.5,65422,10333,297.33,301.88
116,14742710,9551810,C1CN(CCN1CC2=CC=CC=C2)C3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4.Cl,Inactive,13,,,,,,33.2,65422,10333,297.33,301.88
117,17415868,1260099,CC1=CC(=C2C(=C1)C(=CC(N2C(=O)CSC3=NN=C(S3)N)(C)C)C)C,Active,20,,,,,,50.3,65422,10333,297.33,301.88
118,17386133,135431507,CC1=CC=C(C=C1)N=NC2=C(NN3C2=NC4=C(C3=O)CCCC4)N,Inactive,0,,,,,,-13,65422,10333,297.33,301.88
119,17416109,2892474,CC1CC(CN(C1)C2=C(C=C(C=C2)N3C=NN=N3)[N+](=O)[O-])C,Inactive,7,,,,,,18.6,65422,10333,297.33,301.88
120,14738133,9551286,C1COCCN1C2=CC=C(O2)/C=C\3/C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F,Inactive,0,,,,,,-14.1,65422,10333,297.33,301.88
121,17415906,2900292,CCCCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)C,Active,20,,,,,,50.3,65422,10333,297.33,301.88
122,14738121,5396132,CC\1=NOC(=O)/C1=C/C2=CC(=C(C=C2)OCC3=CC=CC=C3F)OC,Inactive,0,,,,,,-5.4,65422,10333,297.33,301.88
123,17416245,6897871,CS(=O)(=O)N(CC(=O)N/N=C/C1=C2C(=CC=C1)OCCO2)C3=CC=CC=C3Br,Inactive,19,,,,,,47.6,65422,10333,297.33,301.88
124,14739020,696042,CCOC(=O)C1=C(N=C(S1)NC(=O)C2=CC=CS2)C,Inactive,3,,,,,,7.9,65422,10333,297.33,301.88
125,17416244,2892638,CCN1C(=O)C(N(C1=S)CCCC2=CC=CC=C2)CC(=O)NC3=CC=C(C=C3)Br,Active,30,,,,,,76.1,65422,10333,297.33,301.88
126,14735934,2945880,CC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=NN=C(C4=CC=CC=C43)OC)N5CCOCC5,Inactive,17,,,,,,43.3,65422,10333,297.33,301.88
127,17414584,1301976,CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inactive,0,,,,,,-18.5,65422,10333,297.33,301.88
128,17411531,5093701,COC1=C(OC(=C1)O)C=NC2=CC=C(C=C2)Cl,Inactive,7,,,,,,17.5,65422,10333,297.33,301.88
129,17414140,9587778,CC1=CC(=CC=C1)/C(=N/OC(=O)CCCN2C(=O)C3=CC=CC=C3C2=O)/N,Inactive,0,,,,,,-6.2,65422,10333,297.33,301.88
130,17414463,2203578,CC1=C(C=C(C=C1)OCC(=O)C2=CC3=C(CCCC3)C=C2)C,Inactive,0,,,,,,-39.6,65422,10333,297.33,301.88
131,17416010,1340378,C1=CC=C(C=C1)C(CCNC(=S)NC2=CC=CC=C2Cl)C3=CC=CC=C3,Active,26,,,,,,66.4,65422,10333,297.33,301.88
132,14730060,1477393,C1=CC=C(C=C1)N2C(=C3C=CC=CC3=NC2=O)NS(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,2,,,,,,5,65422,10333,297.33,301.88
133,14730036,5524312,CSC1=NSC(=C1C#N)/C=C/NC2=CC=C(C=C2)Cl,Inactive,13,,,,,,32.5,65422,10333,297.33,301.88
134,17415897,2900722,CC1=CC=C(C=C1)C2=NN(C=C2CSC(=N)N)C3=CC=CC=C3.Cl,Inactive,4,,,,,,10.7,65422,10333,297.33,301.88
135,14745686,2546993,CC1=CC2=C(C=C1)C(=CO2)CC(=O)OCC3=CC(=O)N4C5=CC=CC=C5SC4=N3,Inactive,0,,,,,,-25.4,65422,10333,297.33,301.88
136,17415924,2291961,CC1=C(C=C(C=C1)OCCCOC2=CC=CC3=C2N=CC=C3)C,Inactive,0,,,,,,-183.2,65422,10333,297.33,301.88
137,14722205,2928823,CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)N3C(=O)C4CC=CCC4C3=O)N5CCCCC5,Inactive,0,,,,,,-2,65422,10333,297.33,301.88
138,17411525,4271889,COC1=C(OC(=C1)O)C=NC2=CC=CC=C2,Inactive,0,,,,,,-2.1,65422,10333,297.33,301.88
139,17416382,5348812,C1=CC=C(C=C1)NC(=O)COC2=CC=C(C=C2)/C=N/NS(=O)(=O)C3=CC=CC=C3,Active,27,,,,,,68.2,65422,10333,297.33,301.88
140,17410975,3783419,COC1=C(OC(=C1)O)C=NC2=C(C=C(C=C2)Cl)Cl,Inactive,7,,,,,,18.2,65422,10333,297.33,301.88
141,17416393,674958,COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)CCC2=CC=CC=C2,Inactive,0,,,,,,-65.9,65422,10333,297.33,301.88
142,17415055,2176759,C1CC2=C(C(C3=C(O2)CCCC3=O)C4=CC=C(C=C4)OS(=O)(=O)C5=CC=C(C=C5)Cl)C(=O)C1,Inactive,0,,,,,,-17.4,65422,10333,297.33,301.88
143,17416394,6245868,CCOC(=O)CC1=CSC(=N1)N/N=C\C2=CC(=CC=C2)Br,Inactive,0,,,,,,-16.7,65422,10333,297.33,301.88
144,16953913,2347291,C1=CC=C(C(=C1)C(=O)OCC(=O)NCC2=CC=CO2)NC3=CC=C(C=C3)SC(F)F,Inactive,8,,,,,,21,65422,10333,297.33,301.88
145,17416242,1347240,CC1=C(C=C(C=C1)C2=NC3=CC(=CC(=C3O2)C)C)NC(=S)NC(=O)C4=CC=CS4,Inactive,10,,,,,,26,65422,10333,297.33,301.88
